,sofifa_id,age,height_cm,weight_kg,league_rank,overall,potential,value_eur,wage_eur,international_reputation,weak_foot,skill_moves,release_clause_eur,team_jersey_number,contract_valid_until,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
gk_handling,-0.4656635673958044,0.48555684399876886,0.14542741120040373,0.28284565809857953,-0.17694064233168608,0.9292604192908208,0.6548069209292524,0.5641065314313298,0.5341921703922577,0.4217199963975591,0.15447887899948368,,0.5556886779508105,-0.21408972877918225,0.11615730758090806,-0.19376417265442025,,,,,,,0.8491823977478834,1.0,0.7650681395021716,0.8337637248466289,0.4193920783676243,0.8792163893096426,0.17970408254376632,0.3379884954984757,0.1535064477502773,0.29407959257414024,0.3414056130773947,0.3197409955757558,0.18318557210559386,0.16532678162851666,0.26445111142152994,0.3623817806571015,0.39739898082772596,0.4073308901067817,0.36061321622958914,0.7478396430097047,0.11150337303910825,0.7641950265617201,0.35305513115317716,0.34360408657937547,0.3502994057440245,0.35122929804994796,0.2713437274070011,0.39548545843697913,0.34773727627252526,0.3668649444692476,0.28991583742604443,0.5322633985008235,,0.1810488401723149,0.14599496044579346,0.8491823977478834,1.0,0.7650681395021716,0.8792163893096426,0.8337637248466289
gk_kicking,-0.39957594745149705,0.42263290211628535,0.10976441666167101,0.24809846183737227,-0.1738800370018732,0.8103926323624279,0.5681053311416175,0.47900033362728894,0.4621721323504049,0.3610659457268193,0.21058835734563153,,0.4697698120432661,-0.22540064314861835,0.09463924672935611,-0.1629474334102662,,,,,,,0.747026314766333,0.7650681395021716,1.0,0.738518016225494,0.4257958152727831,0.7631276167864964,0.2103845412416516,0.34853907385462213,0.15861684674562646,0.34947140882407635,0.34099943104920166,0.35502189938668804,0.21261268393771351,0.2028854949826918,0.32590140938221374,0.4007965352524057,0.4126305141994214,0.4052776281900631,0.35000682046675546,0.6568223137277992,0.14730091897916278,0.9987862889887817,0.32431405798916213,0.35434119145034304,0.3203252208650442,0.3586402085261429,0.25512208686805266,0.38011988496045446,0.36216494840025054,0.38921517568860653,0.3043319058574836,0.4814250139730859,,0.20448476130768511,0.17843331351957437,0.7470263147663329,0.7650681395021712,1.0,0.7631276167864964,0.738518016225494
gk_reflexes,-0.42368770072055484,0.43307244366337855,0.15576366213745774,0.26804401738923156,-0.18180559479518016,0.9478258013466048,0.6957363464726213,0.5607216711403848,0.5319648240242391,0.3981949086587704,0.16610060014249184,,0.5462201743255536,-0.18613106551836345,0.13641450047055603,-0.19794814958484488,,,,,,,0.9187711568564192,0.8337637248466289,0.738518016225494,1.0,0.48357599333928114,0.8598707867719307,0.16782172247339258,0.3617729103590957,0.16100473888121514,0.32636535587374854,0.3574439760935356,0.3437027513296477,0.18108688878945534,0.17507532257549616,0.2649109080089632,0.3859871632643757,0.4594789425367293,0.4686827171932767,0.4059965572900558,0.7843046906321154,0.14256469753944392,0.7377382898953363,0.38432192435426515,0.3712432037368286,0.37611927894784136,0.3889229947139979,0.2646671182576101,0.4034763156158416,0.3525921248523419,0.3473680195136373,0.3205289626143162,0.5284339151234688,,0.18934248955590502,0.15751140974596126,0.9187711568564194,0.8337637248466289,0.738518016225494,0.8598707867719307,1.0
gk_speed,-0.4055371003791976,0.3669939112443412,-0.01871334809204039,0.08236475857118077,-0.024091404687913563,0.49734973561534446,0.23851773782504151,0.26948402226205503,0.27944100282924844,0.22699125651374952,0.11249304815991662,,0.2624207051995836,-0.16212861817385235,0.04297929637267645,-0.08006847258036275,,,,,,,0.4775593453891621,0.4193920783676243,0.4257958152727831,0.48357599333928114,1.0,0.4438414780652048,0.2952209041863586,0.5149423509376355,0.24572910251005756,0.34422826216271096,0.4801443097132044,0.4482841303226503,0.2934810766911002,0.24691584494865454,0.3017740083527763,0.4300649336563524,0.9502011641046466,0.9649950322713238,0.6126478881413339,0.5060840387295326,0.46123276555429266,0.4245770804632231,0.49701881273665605,0.5396189798023542,0.3139648364284257,0.5204529298114442,0.25863217328609567,0.5331811105081052,0.524096547319659,0.20254325724316963,0.4252163443260663,0.42268096538236527,,0.29210894227754575,0.3128102412093373,0.4775593453891622,0.41939207836762415,0.4257958152727832,0.4438414780652048,0.48357599333928103
gk_positioning,-0.5207924849526325,0.5639468966938834,0.16141479168884393,0.3089076817677645,-0.18908146603607295,0.9469177527428059,0.6130518194217776,0.526536426109461,0.5049469626998203,0.4164297158895625,0.1390403229298343,,0.5148354115852812,-0.23089048459772216,0.10484412961681985,-0.17712408539782146,,,,,,,0.863065339624538,0.8792163893096426,0.7631276167864964,0.8598707867719307,0.4438414780652048,1.0,0.1836875991469101,0.3747331886618758,0.16773727083312856,0.2995452920177022,0.37928669431322465,0.3521658279033976,0.20005175142478598,0.1911782591715445,0.26769395507752797,0.37289901557397925,0.42358128740496614,0.4287264954193057,0.3683003208190735,0.7777193971881121,0.13131623963051317,0.7629015206616507,0.3604993529142998,0.3758707094414917,0.3678621129529888,0.4018944695272939,0.28024323035011367,0.43135569976518584,0.39469837940418956,0.38292892457687194,0.3054715003568984,0.5470787987356565,,0.196881727516445,0.16428096038768877,0.863065339624538,0.8792163893096426,0.7631276167864962,1.0,0.859870786771931
attacking_crossing,-0.15862142949157612,0.1279148277934232,-0.48785407666220676,-0.3960886513554553,-0.0788329356404341,0.41053041594882184,0.2575151568733016,0.2607274194062299,0.24776870606231635,0.17878403256884912,0.3047182228915809,0.7312617800636997,0.2590207375826479,-0.05697011536777211,0.04953786606223193,0.07055833781250452,0.4385506078571747,0.5081124311968909,0.8300636243743311,0.7470388383686605,0.10132052275097808,0.031579813029804116,0.17276666366742136,0.17970408254376632,0.2103845412416516,0.16782172247339258,0.2952209041863586,0.1836875991469101,1.0,0.6714327328565144,0.48390944803152663,0.8044404442190157,0.6930952884038416,0.8645832117823419,0.8391144609921295,0.7636996842563374,0.7468175676090593,0.841640589697342,0.6857012795213842,0.6593360029778813,0.7168272052345463,0.3903490075864092,0.6371279833973014,0.5275642004648553,0.1258474604764368,0.6781166640300027,-0.015982789270221755,0.7463396114964994,0.4882787296353805,0.4350915291938778,0.7981342696664044,0.6783256396659263,0.6547248888181352,0.6156713964931423,,0.44042064434403566,0.42208507749772184,-0.6678440269116045,-0.6663391596584004,-0.6653280361875858,-0.6648506076357689,-0.668687395172234
attacking_finishing,-0.11706486876624699,0.08252824344337975,-0.3717217737011614,-0.2850877242527515,-0.06115863291948379,0.3254130084128593,0.21764767216271297,0.24215225339746047,0.21852003517658833,0.16494488772625354,0.3697587837505508,0.739829980850756,0.23993163573755133,-0.015405346680326826,0.06208983044917297,0.1591152312145131,0.36792613619025216,0.9640295895961805,0.5435657690650803,0.711936394078441,-0.5090182568410361,-0.06874685660241688,0.3695500252266903,0.3379884954984757,0.34853907385462213,0.3617729103590957,0.5149423509376355,0.3747331886618758,0.6714327328565144,1.0,0.48973116359456287,0.6762062686624746,0.8946099708591397,0.8323214194666948,0.7747954712715565,0.7113735359093085,0.5282987458321744,0.7945045454903716,0.6173399320808214,0.6034163523281536,0.6567210687187796,0.349849860795743,0.5414138088859081,0.7233102233144236,0.09676322068151465,0.5275300175137322,0.02208069788201563,0.8934316137906156,0.27831242027223396,0.004685373411276762,0.8992530924682536,0.7015841702422323,0.8492920005253628,0.5838961183231758,,-8.493179311578236e-05,-0.0396358709546928,-0.5985806370635683,-0.5979023494858938,-0.5932512923454573,-0.5934884486725794,-0.5973984229208023
attacking_heading_accuracy,-0.1419312580251235,0.148628804687073,0.01255819805258627,0.04646396966584928,-0.057233055292978285,0.32723919539804575,0.17978149575756983,0.1821184635849498,0.19544571792012416,0.15009166233522972,0.18771067952979476,0.43317505529190825,0.18037528205571998,-0.0828194650710676,0.03613267030849873,-0.06378641400946293,-0.2716587330880454,0.07400301219582282,0.02924393717431756,-0.05739786139336504,0.34707101475616314,0.642384794905793,0.16805749349970822,0.1535064477502773,0.15861684674562646,0.16100473888121514,0.24572910251005756,0.16773727083312856,0.48390944803152663,0.48973116359456287,1.0,0.6673179349145445,0.5230986682521015,0.5773231735760561,0.4578099037879771,0.41337538574831784,0.5210303187653205,0.679326873113771,0.3507166445317464,0.4000897039883822,0.28562981600348036,0.3538568595442695,0.2000675861507048,0.3587630108989075,0.4258066934711387,0.6421404699425755,0.49714994019920405,0.5164519275588633,0.7081689190785394,0.5517175494616506,0.5526157405670094,0.2688702209195498,0.5704379280719907,0.5494889186110377,,0.5634167235127915,0.5387990202335755,-0.7431556524550622,-0.7420923794211365,-0.73894495911696,-0.7371593321522284,-0.7428691431581105
attacking_short_passing,-0.176040805414631,0.14700169451205908,-0.35381431796590607,-0.2729323968750059,-0.12053901975385702,0.5021906327265053,0.35107072096913844,0.3296722768774512,0.3093839763963767,0.22757879892091604,0.32349505017632324,0.7054631651380813,0.32847910127225394,-0.09102581101276884,0.08323037180528253,0.01603486070563434,0.15248194344329816,0.5195934302010254,0.9032992211205167,0.7093259447528969,0.3004993084034828,0.29178681525452677,0.3124692022464605,0.29407959257414024,0.34947140882407635,0.32636535587374854,0.34422826216271096,0.2995452920177022,0.8044404442190157,0.6762062686624746,0.6673179349145445,1.0,0.7013941289036236,0.8505993899983763,0.7758106520752599,0.731993056386617,0.89086589197109,0.9184828802701813,0.5799298112490985,0.5696079149279138,0.625280625934616,0.5060564361403845,0.5476844666041042,0.5718436914850235,0.21854800244680572,0.7346903619408661,0.17158756661305194,0.764564373594717,0.6410900285527299,0.5618311618440148,0.7709348710505888,0.6982588705257486,0.6860640764165642,0.7340983229829102,,0.5636725893128489,0.531375789860791,-0.7343370934878753,-0.7330442532075314,-0.72914174381188,-0.7288083996124837,-0.734578202702479
attacking_volleys,-0.18869600940937847,0.13952088814468047,-0.34387746039275086,-0.25527414138643617,-0.07481709762951379,0.37433026355039806,0.23076292244672333,0.270210123040614,0.25562557746009995,0.22784828391708956,0.3663037498663537,0.7422331737137833,0.26551885828281746,-0.021404009981242398,0.05447951824658864,0.1260737582008068,0.3056407996769742,0.8793543316077814,0.5899070717642093,0.6896606938650762,-0.3732824438002216,0.0018029965853778756,0.36373042471080397,0.3414056130773947,0.34099943104920166,0.3574439760935356,0.4801443097132044,0.37928669431322465,0.6930952884038416,0.8946099708591397,0.5230986682521015,0.7013941289036236,1.0,0.8154987447068865,0.8116703147543378,0.7516430823848959,0.570244962068588,0.7953339306457148,0.584361249578669,0.568962031492661,0.6374089035601929,0.3982458057547698,0.5284869422597792,0.742692862273032,0.12618817376030392,0.5344510938750515,0.05899596281506723,0.8767355198684702,0.34816172613965074,0.09118381233155086,0.8602641201484925,0.6932297584041704,0.846056546208798,0.6348986228836216,,0.08384136196570474,0.046151508932949656,-0.5968591576007426,-0.5960022251869509,-0.5918024833449734,-0.5913063218090352,-0.5956538384336845
skill_dribbling,-0.08025132923760053,0.027099424774302827,-0.4790828380100233,-0.39826152972540996,-0.07421075758623472,0.3784546740912353,0.30837869143671504,0.2692412237686218,0.24596638519007083,0.16378588680512812,0.35513705139434115,0.8120467631719982,0.2687598136861973,-0.021323770514345055,0.0795105305016629,0.10605372584977964,0.5259075808040551,0.7627490141777903,0.7848434991761605,0.9776104017162008,-0.1941042126166756,-0.03908675647634403,0.35129797564888887,0.3197409955757558,0.35502189938668804,0.3437027513296477,0.4482841303226503,0.3521658279033976,0.8645832117823419,0.8323214194666948,0.5773231735760561,0.8505993899983763,0.8154987447068865,1.0,0.8531635561453567,0.760902551745346,0.7287365060442399,0.9396100288545237,0.7540853650169036,0.7309663414296322,0.773698789879146,0.38316086322807524,0.6714136967692811,0.6111865599187669,0.1427273619059188,0.6972776525625657,0.0025576782523295113,0.8505289264526995,0.4806932355556807,0.32189615225563867,0.9079711427244164,0.7225182321107222,0.780318868653909,0.6571648165751915,,0.3346677801267607,0.30704819867072164,-0.7638021304193477,-0.7624132877454676,-0.7588903507378759,-0.7588177785014587,-0.763479097290093
skill_curve,-0.19647686080273594,0.1414590608930031,-0.43866396885590075,-0.3465713298379295,-0.08014705118969341,0.42049454751661863,0.2772317203881949,0.29069535356269466,0.27498939748627166,0.21863364477748776,0.3474574259566927,0.7675815061522543,0.2885807579493784,-0.043583422295842035,0.04785271163856738,0.101927804080053,0.3600869050890818,0.7212526241306595,0.8010490389277317,0.7730945809737243,-0.09645807508623394,0.003492280394195934,0.17137866406933866,0.18318557210559386,0.21261268393771351,0.18108688878945534,0.2934810766911002,0.20005175142478598,0.8391144609921295,0.7747954712715565,0.4578099037879771,0.7758106520752599,0.8116703147543378,0.8531635561453567,1.0,0.8599667241673865,0.7105884594604209,0.8303984096933834,0.6253192168549222,0.5932957468309148,0.7005620227107817,0.4190327705940918,0.6055149108194244,0.6801357491878551,0.10547083582071053,0.6018628534118684,-0.01387705040096541,0.8405242048063026,0.42279824499893415,0.2839056466947484,0.8267837737653193,0.746226559185284,0.7578100059990628,0.6639151443701367,,0.2803050338409167,0.25088369879253486,-0.6111884931694516,-0.6095753335465272,-0.6067032770841047,-0.6075580715620288,-0.6105165431605887
skill_fk_accuracy,-0.22128767719327963,0.18262156552572023,-0.4024108899994635,-0.30970562020787995,-0.07411219768539858,0.3856166542195393,0.215330033326743,0.2510801222114815,0.2416693946778397,0.2089120641186329,0.33404127905322956,0.700108841809721,0.24698748347407076,-0.053587816076056914,0.034331287437041474,0.10448185277713506,0.21275306744295922,0.6531604220849642,0.7510814019066593,0.6396493646412409,-0.037113198084319295,0.018526231511617038,0.16653831949990214,0.16532678162851666,0.2028854949826918,0.17507532257549616,0.24691584494865454,0.1911782591715445,0.7636996842563374,0.7113735359093085,0.41337538574831784,0.731993056386617,0.7516430823848959,0.760902551745346,0.8599667241673865,1.0,0.702531563854336,0.7565915166305155,0.5177443434277951,0.48282368428283784,0.6139290391734283,0.3947943212856388,0.5398916641104178,0.6537127375874003,0.07399856903390546,0.5458231550485658,-0.0013431407046034323,0.8090304771129861,0.40741390267533006,0.2974110426112792,0.7429541251033872,0.7129915745366333,0.7361707105989884,0.6205394327634638,,0.2895624205185584,0.2578349907557967,-0.557005664218716,-0.5558567695523885,-0.5510768621996215,-0.5538113323922799,-0.5560424858885055
skill_long_passing,-0.2244330186473969,0.18867780902986497,-0.3186147921485414,-0.24442686195620075,-0.10901530684661095,0.4871472042657038,0.3147371933161703,0.311819955211028,0.29860389872891285,0.22907508769816268,0.28612786672913065,0.5983458875038208,0.31069767216922517,-0.10122080347779384,0.053779398016365436,-0.011334633293449106,0.06355619587389338,0.3629802002059872,0.8501850238677237,0.5648097887290338,0.41897386372003964,0.26712245395301404,0.2584484836444896,0.26445111142152994,0.32590140938221374,0.2649109080089632,0.3017740083527763,0.26769395507752797,0.7468175676090593,0.5282987458321744,0.5210303187653205,0.89086589197109,0.570244962068588,0.7287365060442399,0.7105884594604209,0.702531563854336,1.0,0.7869470141095434,0.45459044797729525,0.4359379062143061,0.5410447399916036,0.48150898347241555,0.47804019789737545,0.5281855261643156,0.16918541247881833,0.6519499783538607,0.1407087888153278,0.6694471797647016,0.6066650897023477,0.6024733443382679,0.6298690511391948,0.6971595839929452,0.5485125655028369,0.6871838181326702,,0.5975315335262879,0.573842665883333,-0.5880771614363928,-0.5872723735362255,-0.5837558614202214,-0.5838844586148481,-0.5893057872650833
skill_ball_control,-0.13722493762338647,0.09422582271259713,-0.41052920880870436,-0.3282420182468783,-0.09645174221685296,0.4493723532925472,0.3325850020543416,0.3004661062400605,0.28195324256482784,0.20019510088018339,0.35055193468088824,0.7866773770952291,0.29949472422701867,-0.06264192113632236,0.08501210963833135,0.0631182401968346,0.35113149389043896,0.7235560457580525,0.8486791130259197,0.9133569714978342,0.003489307391991659,0.15812746737833566,0.38068958894430394,0.3623817806571015,0.4007965352524057,0.3859871632643757,0.4300649336563524,0.37289901557397925,0.841640589697342,0.7945045454903716,0.679326873113771,0.9184828802701813,0.7953339306457148,0.9396100288545237,0.8303984096933834,0.7565915166305155,0.7869470141095434,1.0,0.6872806759400808,0.6744856862515398,0.7147347574191429,0.45190560001386626,0.6162487800351317,0.6054940039274124,0.20459686769321064,0.7404720119829236,0.11736870050260566,0.833385513663481,0.5815374333288589,0.4394975377628887,0.869869428950474,0.7000542401822929,0.7756236150908622,0.7189774632532228,,0.4466590080515262,0.413366337822698,-0.7965677901012915,-0.795597518362587,-0.7914123102717416,-0.7911037359324107,-0.796706371087486
movement_acceleration,0.08989060906858237,-0.13691964632323636,-0.5427865905899643,-0.4795485045442107,-0.004174554874851473,0.20696191806580025,0.24003667897021908,0.1779533277196725,0.13212232543172223,0.021560907229453828,0.26522133686464283,0.6487082661053423,0.17825447317908516,-0.0009233505936582316,0.08386817649239545,0.1111528219949583,0.9621587329094455,0.3557698627598762,0.3161328233521301,0.5609156292338006,-0.2902115754154544,-0.22627176305500332,0.45563859756466163,0.39739898082772596,0.4126305141994214,0.4594789425367293,0.9502011641046466,0.42358128740496614,0.6857012795213842,0.6173399320808214,0.3507166445317464,0.5799298112490985,0.584361249578669,0.7540853650169036,0.6253192168549222,0.5177443434277951,0.45459044797729525,0.6872806759400808,1.0,0.9256103070753345,0.8257775141783767,0.19521157861963884,0.7158871162782517,0.358817712936905,0.1914447980636149,0.6100784216588819,-0.1490153168294084,0.5922699960828975,0.28244171087965436,0.1783862088836071,0.6947948288706591,0.4676564685009854,0.5471783573029613,0.40551951526834973,,0.19454887647947763,0.18701222356881494,-0.6094421695791696,-0.6102562780899848,-0.6080345371657816,-0.6079093525347463,-0.6092663840241139
movement_sprint_speed,0.08793439191561477,-0.1306927659314321,-0.4595847258475658,-0.40444138084950887,-0.00334222573600472,0.21574506039441274,0.2406779305967664,0.18219392951590066,0.13537751925962357,0.019346305171461874,0.2533927075690334,0.61734054451483,0.183242197195631,-0.005760737656753794,0.08677831662806965,0.07338397637003091,0.9742008999655956,0.32682613773970437,0.261446525168445,0.49491920492031466,-0.267097704353864,-0.13285904609383326,0.46140940156126026,0.4073308901067817,0.4052776281900631,0.4686827171932767,0.9649950322713238,0.4287264954193057,0.6593360029778813,0.6034163523281536,0.4000897039883822,0.5696079149279138,0.568962031492661,0.7309663414296322,0.5932957468309148,0.48282368428283784,0.4359379062143061,0.6744856862515398,0.9256103070753345,1.0,0.7716234766405297,0.19643244091388476,0.6455607038304669,0.35735549163873565,0.21180972122898478,0.6168657322183068,-0.06363185399146283,0.5719072010782827,0.3086407302275472,0.18755221496832117,0.6773235763463586,0.4330271478281569,0.536531300159078,0.4022452909801405,,0.2075610448044502,0.1998169723308134,-0.6139186762021788,-0.6148875023269796,-0.6128549308593626,-0.6114861244298477,-0.6136260670388038
movement_agility,-0.0626902649500733,-0.008175483842262634,-0.6128858395307655,-0.5290899338740844,-0.016099232028260933,0.2798886492554184,0.23669697468344703,0.20020335252303084,0.1663200360586985,0.08815547354351772,0.30696616933923326,0.6885667933456043,0.1985163386784177,-0.029810516691437656,0.054331053175267374,0.11665022455341366,0.7123750792302116,0.4981844726273031,0.5255506950973844,0.7265385532899368,-0.24339486627791684,-0.2212552924609716,0.3995883062751548,0.36061321622958914,0.35000682046675546,0.4059965572900558,0.6126478881413339,0.3683003208190735,0.7168272052345463,0.6567210687187796,0.28562981600348036,0.625280625934616,0.6374089035601929,0.773698789879146,0.7005620227107817,0.6139290391734283,0.5410447399916036,0.7147347574191429,0.8257775141783767,0.7716234766405297,1.0,0.2831599204028687,0.7725363309089378,0.44784671896060363,0.18087009686636477,0.5772724313902493,-0.20630243540429086,0.6641972091700575,0.2745225892950715,0.17090439204432162,0.7215599162282961,0.6031032693066113,0.5780932639671835,0.4918203646613389,,0.16826433004906635,0.15322203694342254,-0.5445650262911567,-0.5449438908334786,-0.5434358646591403,-0.5416256752047942,-0.5449617022806075
movement_reactions,-0.47159106731408607,0.45641632206808047,-0.001272579732766326,0.10406230192160128,-0.19668689583086066,0.8672338024656486,0.5129258133590001,0.5580710917045671,0.5127408693613659,0.40375025454238417,0.21447471167270998,0.36827046756340137,0.5552000675971921,-0.16672483200606478,0.10758095296672039,-0.051586951682356365,0.11214450899919286,0.4694458237887359,0.6531508308152644,0.5761599278500135,0.3349002369550263,0.489143527329195,0.7812998307142612,0.7478396430097047,0.6568223137277992,0.7843046906321154,0.5060840387295326,0.7777193971881121,0.3903490075864092,0.349849860795743,0.3538568595442695,0.5060564361403845,0.3982458057547698,0.38316086322807524,0.4190327705940918,0.3947943212856388,0.48150898347241555,0.45190560001386626,0.19521157861963884,0.19643244091388476,0.2831599204028687,1.0,0.15534237771351495,0.5228924417882228,0.28256693786630355,0.39825091008861135,0.3284866578891819,0.4312900888602578,0.424048239517391,0.34364237305940787,0.3968245169047934,0.5195309071447266,0.35437498215828805,0.6889777401824319,,0.2705856543943999,0.23990378665998627,-0.06245019187416912,-0.062440688258886816,-0.06569097973976405,-0.054145015214473624,-0.059819654922335895
movement_balance,0.01824020732724265,-0.07523994213847336,-0.7651729567757782,-0.6516199753720013,-0.00860462455615428,0.12834894497302576,0.15521517560791137,0.12954084265932445,0.10587733906937921,0.05121173037140168,0.25427481940917723,0.5901030830259221,0.12840361871099074,0.006498180653395518,0.05595428161016235,0.10738605638238213,0.5364442682959497,0.32703680446542,0.40008625877559534,0.5515896540853586,-0.19468494315734775,-0.37571616610790964,0.1475735081219483,0.11150337303910825,0.14730091897916278,0.14256469753944392,0.46123276555429266,0.13131623963051317,0.6371279833973014,0.5414138088859081,0.2000675861507048,0.5476844666041042,0.5284869422597792,0.6714136967692811,0.6055149108194244,0.5398916641104178,0.47804019789737545,0.6162487800351317,0.7158871162782517,0.6455607038304669,0.7725363309089378,0.15534237771351495,1.0,0.321954395690503,0.14831380532275876,0.4893743079326513,-0.3619864542745518,0.5525513184998058,0.2189796600613107,0.17835359956906321,0.6142163848006205,0.5000850694143089,0.4977354033781819,0.36691736664677044,,0.189132998476463,0.1836930675806305,-0.5207282710294989,-0.521553816489544,-0.5182406786148457,-0.5186406332363404,-0.5204375307852521
power_shot_power,-0.31961657581696395,0.26795589777791007,-0.15818075349400593,-0.04431939661492026,-0.11380867264293543,0.5583724802654952,0.33630888278615517,0.3542124844116801,0.3340184461033615,0.27839946725815107,0.3188077434973111,0.5640858122411694,0.3490397348572645,-0.05517143280413358,0.0523992247260005,0.10919280720621544,0.22837959021828874,0.8584891044659169,0.6539256519235584,0.6637592718445763,-0.14985961681275806,0.21421861819251434,0.7462507483454002,0.7641950265617201,0.9987862889887817,0.7377382898953363,0.4245770804632231,0.7629015206616507,0.5275642004648553,0.7233102233144236,0.3587630108989075,0.5718436914850235,0.742692862273032,0.6111865599187669,0.6801357491878551,0.6537127375874003,0.5281855261643156,0.6054940039274124,0.358817712936905,0.35735549163873565,0.44784671896060363,0.5228924417882228,0.321954395690503,1.0,0.12613934247801492,0.3904449059709875,0.17397931074404777,0.7953239254793201,0.3084839203779708,0.04802995451541626,0.6580551800926329,0.6769191209734999,0.6748460817043085,0.6301954914066692,,0.01810559620670157,-0.014566933100341857,-0.2708719822709958,-0.2708026316326548,-0.2613202273267637,-0.2657912136993802,-0.2697588887916514
power_jumping,-0.2057969575566236,0.20254061178448013,-0.002794869393269252,0.06675865689532644,-0.011494215223226521,0.28243964328981774,0.11371069733822835,0.1412397062532333,0.14392415107503667,0.1118263261741036,0.07130724658713547,0.09611718014707303,0.13567447287896175,-0.10583774666648994,-0.008524768213671563,-0.08683418650250531,0.035745513605117726,-0.03075734538556827,-0.012234977995412646,-0.0190450114975733,0.2541679569144526,0.4738920750138693,0.38228072578053507,0.35305513115317716,0.32431405798916213,0.38432192435426515,0.49701881273665605,0.3604993529142998,0.1258474604764368,0.09676322068151465,0.4258066934711387,0.21854800244680572,0.12618817376030392,0.1427273619059188,0.10547083582071053,0.07399856903390546,0.16918541247881833,0.20459686769321064,0.1914447980636149,0.21180972122898478,0.18087009686636477,0.28256693786630355,0.14831380532275876,0.12613934247801492,1.0,0.35665405553212864,0.34926335878001213,0.1314990991689559,0.4006491563758548,0.31079551877100126,0.13931070133129866,0.051536267004295845,0.13897584073843824,0.2735204431859649,,0.27852392462173226,0.2785231057962156,-0.19069029214989863,-0.19031080976869383,-0.1919478211430492,-0.18557841011619683,-0.19069039854666664
power_stamina,-0.10301029370229664,0.12120604057169868,-0.28320731609486577,-0.2165996028230262,-0.014563034319017927,0.381869261986144,0.20866990654550058,0.22647745394587823,0.1961672108972566,0.07189465619660139,0.23477014661671428,0.5566318042282768,0.22185306081783324,-0.1204214052809633,0.05319371236989795,0.01800971055912954,0.26806651751060045,0.209358054973242,0.41599788162761536,0.3474299408539387,0.3660940910305834,0.5958353436486482,0.3774361617782661,0.34360408657937547,0.35434119145034304,0.3712432037368286,0.5396189798023542,0.3758707094414917,0.6781166640300027,0.5275300175137322,0.6421404699425755,0.7346903619408661,0.5344510938750515,0.6972776525625657,0.6018628534118684,0.5458231550485658,0.6519499783538607,0.7404720119829236,0.6100784216588819,0.6168657322183068,0.5772724313902493,0.39825091008861135,0.4893743079326513,0.3904449059709875,0.35665405553212864,1.0,0.27727956212372756,0.6041938021691781,0.6632299076172287,0.595883963124994,0.656574072104312,0.4799343276466246,0.52923523958306,0.5717367314767627,,0.5884510241665797,0.5631714031576825,-0.6937062221897292,-0.6924684368795684,-0.6904427963171513,-0.6888498254472846,-0.6942400279998319
power_strength,-0.2983103452134955,0.3509081498208073,0.5293853470369054,0.6133074770080371,-0.018647264635900135,0.35804889883378604,0.06566710718665292,0.14513713335021444,0.15056704621346587,0.12500520735978693,0.007326930166755775,-0.031528159418357675,0.13958509779311057,-0.1559746227768182,-0.02767467606607218,-0.12417237829449412,-0.3172696989727954,-0.033795558828967676,-0.04188247483657246,-0.18070351439676902,0.36495422770783736,0.8922284150111347,0.36971940164152334,0.3502994057440245,0.3203252208650442,0.37611927894784136,0.3139648364284257,0.3678621129529888,-0.015982789270221755,0.02208069788201563,0.49714994019920405,0.17158756661305194,0.05899596281506723,0.0025576782523295113,-0.01387705040096541,-0.0013431407046034323,0.1407087888153278,0.11736870050260566,-0.1490153168294084,-0.06363185399146283,-0.20630243540429086,0.3284866578891819,-0.3619864542745518,0.17397931074404777,0.34926335878001213,0.27727956212372756,1.0,0.07205916966211402,0.4737221263300513,0.34626253313548017,0.03364695142592719,-0.02161327098388618,0.08932011827364798,0.2953376543346002,,0.31310646548565135,0.28829021815293593,-0.10740331471429927,-0.10753430900622306,-0.10897170360623067,-0.1006778307346384,-0.10711032422083713
